workload_conf,memory(kb),bytesread,byteswrite,cputime,branches,branches(M/sec),branches(%),branch-misses,branch-misses(% of all),branch-misses(%),bus-cycles,bus-cycles(M/sec),bus-cycles(%),cache-misses,cache-misses(% of all),cache-misses(%),cache-references,cache-references(M/sec),cache-references(%),cpu-cycles,cpu-cyclesGHz,cpu-cycles(%),instructions,instructions(per cycle),instructions(%),ref-cycles,ref-cycles(M/sec),ref-cycles(%),context-switches,context-switches(K/sec),cpu-clock,cpu-clock(M/sec),cpu-migrations,cpu-migrations(K/sec),emulation-faults,emulation-faults(K/sec),major-faults,major-faults(K/sec),minor-faults,minor-faults(M/sec),page-faults,page-faults(M/sec),task-clock(M/sec),CPUs,duration(s)
svm103,5505268,48580835268,0,23381109971,24314669126,239.905,74.87%,720930415,2.97%,75.07%,2495708034,24.624,75.27%,1680327486237200,301.856,75.38%,556664359592806,5492425.740,50.56%,3076123640148745,30351.109,50.33%,177740273088,0.00,62.69%,259630748258,2561.692,74.99%,147851,0.001,101310.114209,999.594,16443,0.162,0,0.000,148,0.001,1514887,0.015,1515222,0.015,101351.276459,4.135,24.513270861
svm104,5884288,48580835268,0,24029595236,23187677525,247.407,75.31%,707878134,3.05%,75.23%,2309476344,24.642,75.20%,1871566337019620,78362702.328,75.20%,2388338178,25.483,50.22%,3623704298407841,38664.111,50.49%,172658604538,0.00,62.96%,239859284054,2559.245,75.35%,145050,0.002,93681.813781,999.564,18656,0.199,0,0.000,148,0.002,1895096,0.020,1895428,0.020,93722.684462,3.463,27.065647172
svm105,5464692,48580835268,0,23684439933,22981860187,250.503,75.00%,700812079,3.05%,75.16%,2255115211,24.581,75.38%,1489898258143952,533.512,75.57%,279262615318405,3043965.525,50.40%,3646742929066804,39749.537,50.17%,173010460232,0.00,62.65%,234770098378,2558.997,75.00%,144172,0.002,91703.298021,999.567,16428,0.179,0,0.000,148,0.002,1343592,0.015,1343917,0.015,91743.028311,3.737,24.548308739
svm106,7459644,48580835268,0,24070295227,24025171762,236.521,75.22%,716030851,2.98%,75.26%,2498658212,24.599,75.55%,1118348201670744,198.832,75.51%,562459456106034,5537251.051,50.04%,4220157740460636,41546.235,50.03%,179020181672,0.00,62.66%,260142779662,2561.031,75.15%,142675,0.001,101537.687756,999.609,18961,0.187,0,0.000,148,0.001,4598324,0.045,4598640,0.045,101577.380347,3.090,32.871019824
svm107,4797128,60229705369,0,86376303145,44035698367,204.846,75.20%,881091566,2.00%,75.16%,5310232668,24.702,75.11%,1876314937139796,166.700,75.01%,1125566980809344,5235932.080,50.02%,2802909878864156,13038.625,50.22%,585600839237,0.00,62.72%,551873147191,2567.213,75.14%,187395,0.872,214916.193276,999.751,27611,0.128,0,0.000,147,0.001,2815541,0.013,2815997,0.013,214969.744357,3.923,54.795099021
svm108,6588792,48580835268,0,23722850493,22703378591,261.702,75.40%,698864884,3.08%,75.32%,2130295016,24.556,75.39%,2247584628372436,400.306,75.14%,561466684611266,6472034.465,50.13%,2783447258695085,32084.836,50.57%,172204139385,0.00,63.28%,221692467240,2555.452,75.54%,140539,0.002,86713.405717,999.547,18393,0.212,0,0.000,150,0.002,2387177,0.028,2387476,0.028,86752.734037,3.262,26.593207425
svm109,5832396,48580835268,0,24313850770,23104763195,262.742,75.26%,704405835,3.05%,75.59%,2164213695,24.611,75.59%,1492967705536059,530.377,75.41%,281492046315738,3201059.534,50.00%,3956046844230701,44987.209,49.81%,175448456287,0.00,62.47%,224785869409,2556.211,75.00%,141510,0.002,87896.351343,999.536,17995,0.205,0,0.000,149,0.002,2291596,0.026,2291931,0.026,87937.148105,3.571,24.625936194
svm110,8033200,48580835268,0,23857694611,23443978757,248.830,75.28%,691359838,2.95%,75.11%,2316157262,24.583,75.29%,1307704609246995,53905460.965,75.34%,2425922320,25.748,50.22%,4454789232108239,47282.309,50.55%,175467368261,0.00,63.09%,241101647695,2559.008,75.38%,141395,0.002,94176.202172,999.569,18434,0.196,0,0.000,147,0.002,3626080,0.038,3626402,0.038,94216.828513,3.103,30.365331964
svm111,5669552,48580835268,0,24003670730,22647556875,259.896,75.63%,696913093,3.08%,75.47%,2141908374,24.580,75.08%,2258839235484613,402.411,74.77%,561325790988298,6441586.849,50.14%,1947533066247837,22349.237,50.59%,171544214049,0.00,63.20%,222811557894,2556.911,75.39%,142483,0.002,87101.539995,999.548,16963,0.195,0,0.000,148,0.002,1583469,0.018,1583783,0.018,87140.917933,3.526,24.716827875
svm112,6048096,48580835268,0,24254373804,23999964652,263.076,75.15%,719010198,3.00%,75.07%,2246093579,24.621,75.15%,2059283535505995,738.072,75.18%,279008549743633,3058355.634,50.44%,3338377651309948,36593.667,50.59%,178092560925,0.00,63.07%,233440626823,2558.862,75.22%,142276,0.002,91188.146893,999.560,18223,0.200,0,0.000,147,0.002,2521744,0.028,2522055,0.028,91228.288391,3.410,26.749623206
